Calne Chilvester & Abberd	WD21CD/E05013412
Upper Malone	WD21CD/N08000356
Upper Meon Valley	WD21CD/E05011008
Crystal Palace & Upper Norwood	WD21CD/E05011467
Upper Stoke	WD21CD/E05001230
Hawes, High Abbotside & Upper Swaledale	WD21CD/E05012360
Hill Forts & Upper Tarrants	WD21CD/E05012703
Upper Weald	WD21CD/E05011774
Upper Wensum	WD21CD/E05010262
Upper Wharfedale	WD21CD/E05006206
Upper Willingdon	WD21CD/E05011664
Upper Yeo	WD21CD/E05003529
Currock & Upperby	WD21CD/E05012944
Upperton	WD21CD/E05011582
Uppingham	WD21CD/E05012645
Upton	WD21CD/E05000973
Upton	WD21CD/E05009350
Upton	WD21CD/E05012242
Lytchett Matravers & Upton	WD21CD/E05012706
Upton and Hanley	WD21CD/E05007864
Basing & Upton Grey	WD21CD/E05013078
Upton Snodsbury	WD21CD/E05007926
Upwell & Delph	WD21CD/E05012351
Upwey & Broadwey	WD21CD/E05012723
Urchfont & Bishops Cannings	WD21CD/E05013484
Urmston	WD21CD/E05000838
Usk	WD21CD/W05000830
Uttlesford	LAD23CD/E07000077
Uwch Conwy	WD21CD/W05000148
Uwchaled	WD21CD/W05000149
Uxbridge and South Ruislip	PCON17CD/E14001007
Uxbridge North	WD21CD/E05000340
Uxbridge South	WD21CD/E05000341
Campden & Vale	WD21CD/E05010700
Vale of Clwyd	PCON17CD/W07000060
Vale of Glamorgan	LAD23CD/W06000014
Vale of Glamorgan	PCON17CD/W07000078
Vale of White Horse	LAD23CD/E07000180
Valence	WD21CD/E05000040
Valentines	WD21CD/E05011253
Valley	WD21CD/E05000607
Valley	WD21CD/E05001131
Valley	WD21CD/E05007403
Valley	WD21CD/E05010126
Valley	WD21CD/N08000139
Valley	WD21CD/N08000939
Valley Park	WD21CD/E05012939
Vange	WD21CD/E05004033
Vassall	WD21CD/E05000436
Vauxhall	PCON17CD/E14001008
Vauxhall	WD21CD/E05009588
Vaynor	WD21CD/W05000895
Ventnor & St Lawrence	WD21CD/E05013395
Winsford Over & Verdin	WD21CD/E05012250
Verulam	WD21CD/E05004803
Verwood	WD21CD/E05012724
Vicarage	WD21CD/E05011056
Victoria	WD21CD/E05000953
Victoria	WD21CD/E05001661
Victoria	WD21CD/E05002225
Victoria	WD21CD/E05004095
Victoria	WD21CD/E05009386
Victoria & Norcross	WD21CD/E05009953
Victoria	WD21CD/E05011775
Victoria	WD21CD/E05012831
Victoria	WD21CD/E05013049
Victoria	WD21CD/N08000540
Victoria	WD21CD/N08000838
Victoria	WD21CD/W05000852
Victoria Park	WD21CD/S13002978
Viking	WD21CD/E05005101
Viking	WD21CD/E05010177
Village	WD21CD/E05000041
Village	WD21CD/E05000472
Village	WD21CD/E05000839
Village	WD21CD/E05001550
Bean & Village Park	WD21CD/E05012392
Orwell & Villages	WD21CD/E05012753
Vincent Square	WD21CD/E05000646
Vintry	WD21CD/E05009311
Virginia Water	WD21CD/E05012899
Vivary	WD21CD/E05012832
Vivary Bridge	WD21CD/E05013209
Waddingham and Spital	WD21CD/E05009654
Waddington, Bashall Eaves & Mitton	WD21CD/E05012020
Waddington West	WD21CD/E05005643
Waddon	WD21CD/E05011487
Wadebridge East & St Minver	WD21CD/E05013357
Wadebridge West & St Mabyn	WD21CD/E05013358
Frant & Wadhurst	WD21CD/E05011637
Tickhill & Wadsworth	WD21CD/E05010746
Wainbody	WD21CD/E05001231
Wainfelin	WD21CD/W05000790
Wainfleet	WD21CD/E05009904
Bungay & Wainford	WD21CD/E05012736
Wakefield	LAD23CD/E08000036
Wakefield	PCON17CD/E14001009
Wakefield East	WD21CD/E05001459
Wakefield North	WD21CD/E05001460
Wakefield Rural	WD21CD/E05001461
Wakefield South	WD21CD/E05001462
Wakefield West	WD21CD/E05001463
Arundel & Walberton	WD21CD/E05009803
Walbrook	WD21CD/E05009312
Walcot	WD21CD/E05012489
Walcot and Park North	WD21CD/E05008971
Walderslade	WD21CD/E05002269
Chiddingly, East Hoathly & Waldron	WD21CD/E05011627
Wales	WD21CD/E05013015
Walkden North	WD21CD/E05013034
Walkden South	WD21CD/E05013035
Walker	WD21CD/E05011458
Walkergate	WD21CD/E05011459
Walkern	WD21CD/E05009315
Highcliffe & Walkford	WD21CD/E05012664
Walkley	WD21CD/E05010882
Wall End	WD21CD/E05000493
Wallace Park	WD21CD/N08000739
Walland & Denge Marsh	WD21CD/E05010027
Wallasey	PCON17CD/E14001010
Wallasey	WD21CD/E05000974
Wallingford	WD21CD/E05011710
Wallington North	WD21CD/E05000569
Wallington South	WD21CD/E05000570
Wallisdown & Winton West	WD21CD/E05012678
Wallsend	WD21CD/E05001132
Tranent, Wallyford and Macmerry	WD21CD/S13002910
Walmer	WD21CD/E05012870
Walney North	WD21CD/E05003156
Walney South	WD21CD/E05003157
Walpole	WD21CD/E05000192
Walsoken, West Walton & Walpole	WD21CD/E05012352
Walsall	LAD23CD/E08000030
Walsall North	PCON17CD/E14001011
Walsall South	PCON17CD/E14001012
Walsham-le-Willows	WD21CD/E05012614
Walsingham	WD21CD/E05011863
Walsoken, West Walton & Walpole	WD21CD/E05012352
Waltham	WD21CD/E05001724
Waltham Abbey High Beach	WD21CD/E05004174
Waltham Abbey Honey Lane	WD21CD/E05004175
Waltham Abbey North East	WD21CD/E05004176
Waltham Abbey Paternoster	WD21CD/E05004177
Waltham Abbey South West	WD21CD/E05004178
Waltham Cross	WD21CD/E05009010
Waltham Forest	LAD23CD/E09000031
Waltham-on-the-Wolds	WD21CD/E05005509
Hurley & Walthams	WD21CD/E05012506
Walthamstow	PCON17CD/E14001013
Liverpool, Walton	PCON17CD/E14000794
Walton	WD21CD/E05003340
Danesborough & Walton	WD21CD/E05009413
Samlesbury & Walton	WD21CD/E05010233
Walton	WD21CD/E05010500
Walton	WD21CD/E05011961
Brampton & Walton	WD21CD/E05012042
Lower Kingswood, Tadworth & Walton	WD21CD/E05012879
Walton Central	WD21CD/E05011085
Walton Manor	WD21CD/E05013118
Walton North	WD21CD/E05011086
Walton South	WD21CD/E05011087
Walton-le-Dale East	WD21CD/E05010235
Walton-le-Dale West	WD21CD/E05010236
Whitefield & Walverden	WD21CD/E05013211
Marsh & Wampool	WD21CD/E05011732
Wandle Valley	WD21CD/E05000571
Wandsworth	LAD23CD/E09000032
Wandsworth Common	WD21CD/E05000627
Wrentham, Wangford & Westleton	WD21CD/E05012762
Wansbeck	PCON17CD/E14001014
Wanstead Park	WD21CD/E05011254
Wanstead Village	WD21CD/E05011255
Wantage	PCON17CD/E14001015
Wantage & Grove Brook	WD21CD/E05012978
Wantage Charlton	WD21CD/E05012979
St Katharine's & Wapping	WD21CD/E05009330
Warboys	WD21CD/E05011280
Warbreck	WD21CD/E05000911
Warbreck	WD21CD/E05001662
Warcop	WD21CD/E05003234
Ward End	WD21CD/E05011183
Warden Hill	WD21CD/E05004307
Wardle and West Littleborough	WD21CD/E05000756
Swinton & Wardley	WD21CD/E05013032
Wardley and Leam Lane	WD21CD/E05001084
Ware Chadwell	WD21CD/E05004741
Ware Christchurch	WD21CD/E05004742
Ware St Mary's	WD21CD/E05004743
Ware Trinity	WD21CD/E05004744
Wareham	WD21CD/E05012725
Warfield Harvest Ride	WD21CD/E05002286
Remenham, Wargrave and Ruscombe	WD21CD/E05002387
Waringstown	WD21CD/N08000241
Warley	PCON17CD/E14001016
Warley	WD21CD/E05001387
Warley	WD21CD/E05004081
Warlingham East and Chelsham and Farleigh	WD21CD/E05007404
Warlingham West	WD21CD/E05007405
Warminster Broadway	WD21CD/E05013485
Warminster East	WD21CD/E05013486
Warminster North & Rural	WD21CD/E05013487
Warminster West	WD21CD/E05013488
Parkwall & Warmley	WD21CD/E05012120
Edlington & Warmsworth	WD21CD/E05010735
Warndon	WD21CD/E05007892
Warndon Parish North	WD21CD/E05007893
Warndon Parish South	WD21CD/E05007894
Warnell	WD21CD/E05011741
Itchingfield, Slinfold & Warnham	WD21CD/E05011822
Warren	WD21CD/E05009954
Warren	WD21CD/N08001139
Warren Park	WD21CD/E05004578
Warrenpoint	WD21CD/N08001040
Warrington	LAD23CD/E06000007
Warrington North	PCON17CD/E14001017
Warrington South	PCON17CD/E14001018
Warsash	WD21CD/E05004530
Warsop Carrs	WD21CD/E05008889
Warton	WD21CD/E05009617
Warton and Westby	WD21CD/E05005205
Warwick	LAD23CD/E07000222
Warwick	WD21CD/E05000647
Warwick All Saints & Woodloes	WD21CD/E05012627
Warwick and Leamington	PCON17CD/E14001019
Warwick Aylesford	WD21CD/E05012628
Warwick Myton & Heathcote	WD21CD/E05012629
Warwick Saltisford	WD21CD/E05012630
Copdock & Washbrook	WD21CD/E05012572
Washburn	WD21CD/E05011346
Washford	WD21CD/E05011776
Washing Bay	WD21CD/N08000940
Stilton, Folksworth & Washingley	WD21CD/E05011278
Storrington & Washington	WD21CD/E05011831
Washington and Sunderland West	PCON17CD/E14001020
Washington Central	WD21CD/E05001173
Washington East	WD21CD/E05001174
Washington North	WD21CD/E05001175
Washington South	WD21CD/E05001176
Washington West	WD21CD/E05001177
Watchet & Williton	WD21CD/E05012833
Watchetts	WD21CD/E05012038
Watchfield & Shrivenham	WD21CD/E05012980
Water Orton	WD21CD/E05007473
Water Works	WD21CD/N08000357
Milton & Waterbeach	WD21CD/E05011301
Waterhead	WD21CD/E05000737
Waterhouse Farm	WD21CD/E05004118
Wateringbury	WD21CD/E05009589
Waterlees Village	WD21CD/E05009513
Waterloo	WD21CD/E05001663
Waterloo	WD21CD/E05004579
Watermoor	WD21CD/E05010727
Waterside & Horsfield	WD21CD/E05013210
Waterside	WD21CD/N08000439
Watford	LAD23CD/E07000103
Watford	PCON17CD/E14001021
Wath	WD21CD/E05013016
Wathvale	WD21CD/E05011347
Watling	WD21CD/E05002270
Watling	WD21CD/E05004714
Watling	WD21CD/E05009565
Watlington	WD21CD/E05009751
Watlington	WD21CD/E05012353
Watnall & Nuthall West	WD21CD/E05010533
Watton	WD21CD/E05010263
Watton-at-Stone	WD21CD/E05004745
Waunfawr	WD21CD/W05000110
Waveney	PCON17CD/E14001022
Waverley	LAD23CD/E07000216
Allhallow & Waverton	WD21CD/E05011721
Liverpool, Wavertree	PCON17CD/E14000795
Wavertree	WD21CD/E05000912
Way	WD21CD/E05003530
All Saints & Wayland	WD21CD/E05010237
Weald Central	WD21CD/E05011777
Weald North	WD21CD/E05011778
Weald South	WD21CD/E05011779
Wealden	LAD23CD/E07000065
Wealden	PCON17CD/E14001023
Wealdstone	WD21CD/E05000304
Weaponness & Ramshill	WD21CD/E05012389
Weardale	WD21CD/E05009088
Weaste & Seedley	WD21CD/E05013036
Weaver	WD21CD/E05006935
Weaver & Cuddington	WD21CD/E05012243
Weaver Vale	PCON17CD/E14001024
Weavers	WD21CD/E05009335
Weddington	WD21CD/E05007488
Wedmore and Mark	WD21CD/E05008914
Wednesbury North	WD21CD/E05001281
Wednesbury South	WD21CD/E05001282
Wednesfield North	WD21CD/E05001339
Wednesfield South	WD21CD/E05001340
Weeley & Tendring	WD21CD/E05011962
Weeping Cross & Wildwood	WD21CD/E05010501
Weetslade	WD21CD/E05001133
Weetwood	WD21CD/E05011413
Welbeck	WD21CD/E05006395
Welcombe	WD21CD/E05010209
Welford-on-Avon	WD21CD/E05010210
Welham Green and Hatfield South	WD21CD/E05011071
Wellesbourne East	WD21CD/E05010211
Wellesbourne West	WD21CD/E05010212
Falconwood & Welling	WD21CD/E05011226
Wellingborough	PCON17CD/E14001025
Wellington	WD21CD/E05009000
Wellington East	WD21CD/E05012834
Wellington North	WD21CD/E05012835
Wellington South	WD21CD/E05012836
Wells	PCON17CD/E14001026
Wells	WD21CD/E05007865
Wells Central	WD21CD/E05006790
Wells St Cuthbert's	WD21CD/E05006791
Wells St Thomas'	WD21CD/E05006792
Wells with Holkham	WD21CD/E05011864
Wellsprings & Rowbarton	WD21CD/E05012837
Wellswood	WD21CD/E05012269
Welsh Harp	WD21CD/E05000103
Welshpool Castle	WD21CD/W05000351
Welshpool Gungrog	WD21CD/W05000352
Welshpool Llanerchyddol	WD21CD/W05000353
Welwyn East	WD21CD/E05011072
Welwyn Hatfield	LAD23CD/E07000241
Welwyn Hatfield	PCON17CD/E14001027
Welwyn West	WD21CD/E05011073
Wem	WD21CD/E05008194
Wem Brook	WD21CD/E05007489
Wembley Central	WD21CD/E05000104
Wembury & Brixton	WD21CD/E05010145
Littlebury, Chesterford & Wenden Lofts	WD21CD/E05009921
Wendover, Halton and Stoke Mandeville	WD21CD/E05013165
Crowan, Sithney & Wendron	WD21CD/E05013838
Wenneye	WD21CD/E05009514
Wensley Fold	WD21CD/E05011523
Wensleydale	WD21CD/E05009157
Wensum	WD21CD/E05012913
Wentworth and Dearne	PCON17CD/E14001028
Wenvoe	WD21CD/W05000654
Weobley	WD21CD/E05009487
Weoley & Selly Oak	WD21CD/E05011184
Werneth	WD21CD/E05000738
Werrington	WD21CD/E05007065
Werrington	WD21CD/E05010824
Wescott	WD21CD/E05002394
Wessex	WD21CD/E05012540
West	WD21CD/E05003341
West	WD21CD/E05007866
West	WD21CD/E05007878
West	WD21CD/E05009633
Newport North & West	WD21CD/E05009985
West	WD21CD/E05010825
Royal Wootton Bassett South & West	WD21CD/E05013461
Tidworth North & West	WD21CD/E05013474
West Aberdeenshire and Kincardine	PCON17CD/S14000058
North, West and Central Sutherland	WD21CD/S13002990
West Auckland	WD21CD/E05009089
Central & West Bank	WD21CD/E05013174
West Barnes	WD21CD/E05000473
West Bay	WD21CD/E05010409
West Berkshire	LAD23CD/E06000037
London Bridge & West Bermondsey	WD21CD/E05011104
West Bradford & Grindleton	WD21CD/E05012021
West Bromwich Central	WD21CD/E05001283
West Bromwich East	PCON17CD/E14001029
West Bromwich West	PCON17CD/E14001030
West Carr	WD21CD/E05011545
West Chesterton	WD21CD/E05013063
West Chiltington, Thakeham & Ashington	WD21CD/E05011833
West Clacton & Jaywick Sands	WD21CD/E05011963
Westbourne & West Cliff	WD21CD/E05012680
West Craven	WD21CD/E05009671
West Cross	WD21CD/W05000550
West Dart	WD21CD/E05010146
Market & West Deeping	WD21CD/E05010169
Liverpool, West Derby	PCON17CD/E14000796
West Derby	WD21CD/E05000913
West Devon	LAD23CD/E07000047
West Dorset	PCON17CD/E14001031
West Downs	WD21CD/E05009566
West Drayton	WD21CD/E05000342
West Dunbartonshire	LAD23CD/S12000039
West Dunbartonshire	PCON17CD/S14000059
West Dyke	WD21CD/E05012458
West Ecclesfield	WD21CD/E05010883
West End	WD21CD/E05000649
Bisley & West End	WD21CD/E05012027
West End	WD21CD/S13002547
West End	WD21CD/W05000831
West End North	WD21CD/E05011199
West End South	WD21CD/E05011200
West Ewell	WD21CD/E05007284
West Fenham	WD21CD/E05011460
West Fife and Coastal Villages	WD21CD/S13003131
West Finchley	WD21CD/E05000061
West Flegg	WD21CD/E05005799
Sandgate & West Folkestone	WD21CD/E05010026
West Garioch	WD21CD/S13002857
Fawdon & West Gosforth	WD21CD/E05011446
West Green	WD21CD/E05000282
Northgate & West Green	WD21CD/E05012921
Cowfold, Shermanbury & West Grinstead	WD21CD/E05011816
West Hallam & Dale Abbey	WD21CD/E05010621
West Ham	PCON17CD/E14001032
West Ham	WD21CD/E05000494
West Hampstead	WD21CD/E05000145
West Harrow	WD21CD/E05000305
West Heath	WD21CD/E05009001
Longbridge & West Heath	WD21CD/E05011152
West Heath	WD21CD/E05011233
West Hendon	WD21CD/E05000062
West Heywood	WD21CD/E05000757
Mudeford, Stanpit & West Highcliffe	WD21CD/E05012668
West Hill	WD21CD/E05000628
West Hill & Aylesbeare	WD21CD/E05011808
West Hill	WD21CD/E05012410
West Kirby and Thurstaston	WD21CD/E05000975
West Lancashire	LAD23CD/E07000127
West Lancashire	PCON17CD/E14001033
West Leigh	WD21CD/E05002227
West Lindsey	LAD23CD/E07000142
West Lothian	LAD23CD/S12000040
South & West Lynn	WD21CD/E05012345
West Mainland	WD21CD/S13002735
West Malling and Leybourne	WD21CD/E05009590
West Marsh	WD21CD/E05001725
West Middleton	WD21CD/E05000758
West Monkton & Cheddon Fitzpaine	WD21CD/E05012838
West Moors & Three Legged Cross	WD21CD/E05012726
West Northamptonshire	LAD23CD/E06000062
West Oxfordshire	LAD23CD/E07000181
West Park	WD21CD/E05000930
West Park	WD21CD/E05001150
West Parley	WD21CD/E05012727
West Pennine	WD21CD/E05011524
West Polden	WD21CD/E05008915
West Purbeck	WD21CD/E05012728
West Putney	WD21CD/E05000629
West Ruislip	WD21CD/E05000343
West Shoebury	WD21CD/E05002228
West Southbourne	WD21CD/E05012679
West St Leonards	WD21CD/E05011215
West Suffolk	LAD23CD/E07000245
West Suffolk	PCON17CD/E14001034
West Thornton	WD21CD/E05011488
West Thurrock and South Stifford	WD21CD/E05002248
West Twickenham	WD21CD/E05000532
West Tyrone	PCON17CD/N06000018
Walsoken, West Walton & Walpole	WD21CD/E05012352
West Wickham	WD21CD/E05000127
West Winch	WD21CD/E05012354
West Winds	WD21CD/N08001140
West Worcestershire	PCON17CD/E14001035
West Wycombe	WD21CD/E05013166
Westborough	WD21CD/E05002226
Westborough	WD21CD/E05007306
Westbourne	WD21CD/E05000648
Westbourne	WD21CD/E05002437
Westbourne	WD21CD/E05011686
Westbourne & West Cliff	WD21CD/E05012680
Westbrook	WD21CD/E05005102
Westbrook	WD21CD/E05011045
Westbury East	WD21CD/E05013489
Westbury North	WD21CD/E05013490
Westbury Park & Northwood	WD21CD/E05011433
Westbury West	WD21CD/E05013491
Westbury-on-Severn	WD21CD/E05012176
Westbury-on-Trym and Henleaze	WD21CD/E05010917
Westcotes	WD21CD/E05010476
Westcott	WD21CD/E05007328
Westcourt	WD21CD/E05004979
Wester Ross, Strathpeffer and Lochalsh	WD21CD/S13002994
Westerham and Crockham Hill	WD21CD/E05009965
Denton & Westerhope	WD21CD/E05011444
Western	WD21CD/E05010477
Highfields & Western Downs	WD21CD/E05010489
Western Felixstowe	WD21CD/E05012759
Western Parishes	WD21CD/E05001551
Western Springs	WD21CD/E05006916
Westexe	WD21CD/E05003531
Westfield	WD21CD/E05010330
Sedlescombe & Westfield	WD21CD/E05011622
Westfield	WD21CD/E05012490
Westgate	WD21CD/E05007130
Westgate	WD21CD/E05009618
Westgate	WD21CD/E05010410
Westgate	WD21CD/E05010967
Westgate	WD21CD/E05012803
Westgate-on-Sea	WD21CD/E05005103
Westham	WD21CD/E05012729
Westhill and District	WD21CD/S13002860
Westhoughton North and Chew Moor	WD21CD/E05000668
Westhoughton South	WD21CD/E05000669
Mickleham, Westhumble and Pixham	WD21CD/E05007326
Westlands	WD21CD/E05011434
Wrentham, Wangford & Westleton	WD21CD/E05012762
Ditchling & Westmeston	WD21CD/E05011584
Westminster	LAD23CD/E09000033
Westminster	WD21CD/E05012244
Westminster North	PCON17CD/E14001036
Westmoreland	WD21CD/E05012491
Westmorland and Furness	LAD23CD/E06000064
Westmorland and Lonsdale	PCON17CD/E14001037
Westoe	WD21CD/E05001149
Weston	WD21CD/E05012492
Mersey & Weston	WD21CD/E05013184
Moulton, Weston and Cowbit	WD21CD/E05005651
Weston and Sandon	WD21CD/E05004784
Weston Coyney	WD21CD/E05008750
Weston-Super-Mare	PCON17CD/E14001038
Weston-super-Mare Central	WD21CD/E05010298
Weston-super-Mare Hillside	WD21CD/E05010299
Weston-super-Mare Kewstoke	WD21CD/E05010300
Weston-super-Mare Mid Worle	WD21CD/E05010301
Weston-super-Mare Milton	WD21CD/E05010302
Weston-super-Mare North Worle	WD21CD/E05010303
Weston-super-Mare South	WD21CD/E05010297
Weston-super-Mare South Worle	WD21CD/E05010304
Weston-super-Mare Uphill	WD21CD/E05010305
Weston-super-Mare Winterstoke	WD21CD/E05010306
Westoning, Flitton and Greenfield	WD21CD/E05008808
Westward Ho!	WD21CD/E05011930
Westway	WD21CD/E05007406
Westwood	WD21CD/E05001232
Jacksdale & Westwood	WD21CD/E05010683
Winsley & Westwood	WD21CD/E05013493
Worsley & Westwood Park	WD21CD/E05013037
Wetheral & Corby	WD21CD/E05012952
Wetherby	WD21CD/E05011414
Haughley, Stowupland & Wetherden	WD21CD/E05012601
Wexham Lea	WD21CD/E05009351
Weybridge Riverside	WD21CD/E05011088
Weybridge St George's Hill	WD21CD/E05011089
Whalebone	WD21CD/E05000042
Whaley Bridge	WD21CD/E05010649
Whalley & Painter Wood	WD21CD/E05012022
Whalley Nethertown	WD21CD/E05012023
Whalley Range	WD21CD/E05011379
Whaplode and Holbeach St John's	WD21CD/E05005661
Wharfedale	WD21CD/E05001366
Adel & Wharfedale	WD21CD/E05012841
North Battle, Netherfield & Whatlington	WD21CD/E05011618
Wheathampstead	WD21CD/E05004804
Wheatlands	WD21CD/E05012459
Wheatley	WD21CD/E05010856
Wheatley	WD21CD/E05011711
Wheatley Hills & Intake	WD21CD/E05010748
Wheaton Aston, Bishopswood and Lapley	WD21CD/E05007009
Wheldrake	WD21CD/E05010331
Whepstead & Wickhambrook	WD21CD/E05012804
Whickham North	WD21CD/E05001085
Whickham South and Sunniside	WD21CD/E05001086
Whimple & Rockbeare	WD21CD/E05011809
Whinfield	WD21CD/E05010431
Cross Gates & Whinmoor	WD21CD/E05011391
Fairlee & Whippingham	WD21CD/E05013371
Whissendine	WD21CD/E05012646
Whiston and Cronton	WD21CD/E05010948
Whitburn and Blackburn	WD21CD/S13002826
Whitburn and Marsden	WD21CD/E05001151
Whitby Groves	WD21CD/E05012245
Whitby Park	WD21CD/E05012246
Whitby West Cliff	WD21CD/E05012390
Kidmore End & Whitchurch	WD21CD/E05011707
Publow & Whitchurch	WD21CD/E05012483
Whitchurch, Overton & Laverstoke	WD21CD/E05013094
Whitchurch and Tongwynlais	WD21CD/W05000881
Whitchurch North	WD21CD/E05008195
Whitchurch South	WD21CD/E05008196
White Hart Lane	WD21CD/E05000283
Raskelf & White Horse	WD21CD/E05009683
White Mountain	WD21CD/N08000740
Little Harwood & Whitebirk	WD21CD/E05011518
Earlswood & Whitebushes	WD21CD/E05012874
Whitechapel	WD21CD/E05009336
Whitecross	WD21CD/E05009488
Whitecross	WD21CD/N08001041
Whitefield	WD21CD/E05010949
Whitefield & Walverden	WD21CD/E05013211
Whitefoot	WD21CD/E05000454
Whitegate	WD21CD/W05000912
Whitehaven Central	WD21CD/E05012563
Whitehaven South	WD21CD/E05012564
Whitehead South	WD21CD/N08000839
Whitehill	WD21CD/E05004980
Whitehill Chase	WD21CD/E05012318
Whitehill Hogmoor & Greatham	WD21CD/E05012319
Whitehill Pinewood	WD21CD/E05012320
Whitehouse	WD21CD/E05007131
Whitehouse	WD21CD/N08000140
Whiteleas	WD21CD/E05001152
Whiteley and Shedfield	WD21CD/E05011009
Alderbury & Whiteparish	WD21CD/E05013399
Randwick, Whiteshill and Ruscombe	WD21CD/E05010982
Whitestone	WD21CD/E05007490
Whitewell	WD21CD/E05005328
Hurst Green & Whitewell	WD21CD/E05012012
Whitfield	WD21CD/E05010650
Whitfield	WD21CD/E05012871
Whitford	WD21CD/W05000236
Park Hill & Whitgift	WD21CD/E05011475
Whitland	WD21CD/W05000514
Whitley	WD21CD/E05002334
Whitley	WD21CD/E05010062
Whitley Bay	WD21CD/E05001134
Maer & Whitmore	WD21CD/E05011426
Whitnash	WD21CD/E05012631
Whittington	WD21CD/E05009287
Whittington & Streethay	WD21CD/E05010672
Buckshaw & Whittle	WD21CD/E05013065
Whittlefield with Ightenhill	WD21CD/E05005164
Whittlesford	WD21CD/E05011307
Whitton	WD21CD/E05000533
Whitton	WD21CD/E05007132
Carlton & Whitton	WD21CD/E05012738
Whitwell	WD21CD/E05011999
Whoberley	WD21CD/E05001233
Whyteleafe	WD21CD/E05007407
Wibsey	WD21CD/E05001367
Wick and East Caithness	WD21CD/S13002992
Wick St Lawrence & St Georges	WD21CD/E05010307
Wickersley North	WD21CD/E05013017
Thurcroft & Wickersley South	WD21CD/E05013014
Wickford Castledon	WD21CD/E05004034
Wickford North	WD21CD/E05004035
Wickford Park	WD21CD/E05004036
Wickham Bishops and Woodham	WD21CD/E05004206
Wickham Market	WD21CD/E05012760
Whepstead & Wickhambrook	WD21CD/E05012804
Wicklewood	WD21CD/E05011891
Wicksteed	WD21CD/E05013237
Widcombe & Lyncombe	WD21CD/E05012493
Widemarsh	WD21CD/E05009489
Widewater	WD21CD/E05007575
Wigan	LAD23CD/E08000010
Wigan	PCON17CD/E14001039
Wigan Central	WD21CD/E05000861
Wigan West	WD21CD/E05000862
Tilney, Mershe Lande & Wiggenhall	WD21CD/E05012350
Haxby & Wigginton	WD21CD/E05010319
Wigmore	WD21CD/E05002211
Wigston All Saints	WD21CD/E05005537
Wigston Fields	WD21CD/E05005538
Wigston Meadowcourt	WD21CD/E05005539
Wigston St Wolstan's	WD21CD/E05005540
Wigton & Woodside	WD21CD/E05011742
Wildridings and Central	WD21CD/E05002287
Weeping Cross & Wildwood	WD21CD/E05010501
Willaston & Thornton	WD21CD/E05012247
Willaston and Rope	WD21CD/E05008654
Willenhall North	WD21CD/E05001319
Willenhall South	WD21CD/E05001320
Willerby and Kirk Ella	WD21CD/E05001711
Willesborough	WD21CD/E05011780
Willesden Green	WD21CD/E05000105
William Morris	WD21CD/E05000608
High Ongar, Willingale and The Rodings	WD21CD/E05004157
